id,section,reference,displayTitle,depth,body
3.308,Section 308 Institutional Group I,308.3.1,308.3.1 Occupancy Conditions,3,Buildings of Group I-2 shall be classified as one of the occupancy conditions specified in Section 308.3.1.1 or 308.3.1.2 and shall comply with Section 407.
3.308,Section 308 Institutional Group I,308.3.1.1,308.3.1.1 Condition 1,4,"This occupancy condition shall include facilities that provide nursing and medical care but do not provide emergency care, surgery, obstetrics or in-patient stabilization units for psychiatric or detoxification, including but not limited to nursing homes and foster care facilities."
3.308,Section 308 Institutional Group I,308.3.1.2,308.3.1.2 Condition 2,4,"This occupancy condition shall include facilities that provide nursing and medical care and could provide emergency care, surgery, obstetrics or in-patient stabilization units for psychiatric or detoxification, including but not limited to hospitals."
3.308,Section 308 Institutional Group I,308.3.2,308.3.2 Five or Fewer Persons Receiving Medical Care,3,A facility with five or fewer persons receiving medical care shall be classified as Group R-3 or shall comply with the International Residential Code provided an automatic sprinkler system is installed in accordance with Section 903.3.1.3 of this code or Section P2904 of the International Residential Code.
3.308,Section 308 Institutional Group I,308.4,308.4 Institutional Group I-3,2,"Institutional Group I-3 occupancy shall include buildings and structures that are inhabited by more than five persons who are under restraint or security. A Group I-3 facility is occupied by persons who are generally incapable of self-preservation due to security measures not under the occupants' control. This group shall include, but not be limited to, the following:Correctional centersDetention centersJailsPrerelease centersPrisonsReformatoriesBuildings of Group I-3 shall be classified as one of the occupancy conditions specified in Sections 308.4.1 through 308.4.5 and shall comply with Section 408."
3.308,Section 308 Institutional Group I,308.4.1,308.4.1 Condition 1,3,"This occupancy condition shall include buildings in which free movement is allowed from sleeping areas, and other spaces where access or occupancy is permitted, to the exterior via means of egress without restraint. A Condition 1 facility is permitted to be constructed as Group R."
3.308,Section 308 Institutional Group I,308.4.2,308.4.2 Condition 2,3,This occupancy condition shall include buildings in which free movement is allowed from sleeping areas and any other occupied smoke compartment to one or more other smoke compartments. Egress to the exterior is impeded by locked exits.
3.308,Section 308 Institutional Group I,308.4.3,308.4.3 Condition 3,3,"This occupancy condition shall include buildings in which free movement is allowed within individual smoke compartments, such as within a residential unit composed of individual sleeping units and group activity spaces, where egress is impeded by remote-controlled release of means of egress from such a smoke compartment to another smoke compartment."
3.308,Section 308 Institutional Group I,308.4.4,308.4.4 Condition 4,3,"This occupancy condition shall include buildings in which free movement is restricted from an occupied space. Remote-controlled release is provided to permit movement from sleeping units, activity spaces and other occupied areas within the smoke compartment to other smoke compartments."
3.308,Section 308 Institutional Group I,308.4.5,308.4.5 Condition 5,3,"This occupancy condition shall include buildings in which free movement is restricted from an occupied space. Staff-controlled manual release is provided to permit movement from sleeping units, activity spaces and other occupied areas within the smoke compartment to other smoke compartments."
3.308,Section 308 Institutional Group I,308.5,"308.5 Institutional Group I-4, Day Care Facilities",2,"Institutional Group I-4 occupancy shall include buildings and structures occupied by more than five persons of any age who receive custodial care for fewer than 24 hours per day by persons other than parents or guardians; relatives by blood, marriage or adoption; and in a place other than the home of the person cared for. This group shall include, but not be limited to, the following:Adult day careChild day care"
3.308,Section 308 Institutional Group I,308.5.1,308.5.1 Classification as Group E,3,"A child day care facility that provides care for more than five but not more than 100 children 21/2 years or less of age, where the rooms in which the children are cared for are located on a level of exit discharge serving such rooms and each of these child care rooms has an exit door directly to the exterior, shall be classified as Group E."
3.308,Section 308 Institutional Group I,308.5.2,308.5.2 Within a Place of Religious Worship,3,Rooms and spaces within places of religious worship providing such care during religious functions shall be classified as part of the primary occupancy.
3.308,Section 308 Institutional Group I,308.5.3,308.5.3 Five or Fewer Persons Receiving Care,3,A facility having five or fewer persons receiving custodial care shall be classified as part of the primary occupancy.
3.308,Section 308 Institutional Group I,308.5.4,308.5.4 Five or Fewer Persons Receiving Care in a Dwelling Unit,3,A facility such as the above within a dwelling unit and having five or fewer persons receiving custodial care shall be classified as a Group R-3 occupancy or shall comply with the International Residential Code.
3,Chapter 3 Occupancy Classification and Use,309,Section 309 Mercantile Group M,1,
3.309,Section 309 Mercantile Group M,309.1,309.1 Mercantile Group M,2,"Mercantile Group M occupancy includes, among others, the use of a building or structure or a portion thereof for the display and sale of merchandise, and involves stocks of goods, wares or merchandise incidental to such purposes and where the public has access. Mercantile occupancies shall include, but not be limited to, the following:Department storesDrug storesGreenhouses for display and sale of plants that provide public accessMarketsMotor fuel-dispensing facilitiesRetail or wholesale storesSales rooms"
3.309,Section 309 Mercantile Group M,309.2,309.2 Quantity of Hazardous Materials,2,The aggregate quantity of nonflammable solid and nonflammable or noncombustible liquid hazardous materials stored or displayed in a single control area of a Group M occupancy shall not exceed the quantities in Table 414.2.5.1.
3.309,Section 309 Mercantile Group M,309.3,309.3 Motor Fuel-Dispensing Facilities,2,Motor fuel-dispensing facilities shall comply with Section 406.7.
3,Chapter 3 Occupancy Classification and Use,310,Section 310 Residential Group R,1,
3.310,Section 310 Residential Group R,310.1,310.1 Residential Group R,2,"Residential Group R includes, among others, the use of a building or structure, or a portion thereof, for sleeping purposes when not classified as an Institutional Group I or when not regulated by the International Residential Code. Group R occupancies not constructed in accordance with the International Residential Code as permitted by Sections 310.4.1 and 310.4.2 shall comply with Section 420."
3.310,Section 310 Residential Group R,310.2,310.2 Residential Group R-1,2,"Residential Group R-1 occupancies containing sleeping units or more than two dwelling units where the occupants are primarily transient in nature, including:Boarding houses (transient) with more than 10 occupantsCongregate living facilities (transient) with more than 10 occupantsHotels (transient)Motels (transient)Lodging houses with more than five guestrooms"
3.310,Section 310 Residential Group R,310.3,310.3 Residential Group R-2,2,"Residential Group R-2 occupancies containing sleeping units or more than two dwelling units where the occupants are primarily permanent in nature, including:Apartment housesCongregate living facilities (nontransient) with more than 16 occupantsBoarding houses (nontransient)ConventsDormitoriesEmergency services living quartersFraternities and sororitiesMonasteriesHotels (nontransient) with more than five guest roomsLive/work unitsMotels (nontransient) with more than five guest roomsVacation timeshare properties"
3.310,Section 310 Residential Group R,310.4,310.4 Residential Group R-3,2,"Residential Group R-3 occupancies where the occupants are primarily permanent in nature and not classified as Group R-1, R-2, R-4 or I, including:Buildings that do not contain more than two dwelling unitsCare facilities that provide accommodations for five or fewer persons receiving careCongregate living facilities (nontransient) with 16 or fewer occupantsBoarding houses (nontransient)ConventsDormitoriesEmergency services living quartersFraternities and sororitiesMonasteriesCongregate living facilities (transient) with 10 or fewer occupantsBoarding houses (transient)Lodging houses with five or fewer guest roomsHotels (nontransient) with five or fewer guest roomsMotels (nontransient) with five or fewer guest rooms"
3.310,Section 310 Residential Group R,310.4.1,310.4.1 Care Facilities Within a Dwelling,3,Care facilities for five or fewer persons receiving care that are within a single-family dwelling are permitted to comply with the International Residential Code provided an automatic sprinkler system is installed in accordance with Section 903.3.1.3 of this code or Section P2904 of the International Residential Code.
3.310,Section 310 Residential Group R,310.4.2,310.4.2 Lodging Houses,3,"Owner-occupied lodging houses with five or fewer guest rooms shall be constructed in accordance with this code or the International Residential Code, provided that facilities constructed using the International Residential Code are protected by an automatic sprinkler system installed in accordance with Section P2904 of the International Residential Code."
3.310,Section 310 Residential Group R,310.5,310.5 Residential Group R-4,2,"Residential Group R-4 occupancy shall include buildings, structures or portions thereof for more than five but not more than 16 persons, excluding staff, who reside on a 24-hour basis in a supervised residential environment and receive custodial care. Buildings of Group R-4 shall be classified as one of the occupancy conditions specified in Section 310.5.1 or 310.5.2. This group shall include, but not be limited to, the following:Alcohol and drug centersAssisted living facilitiesCongregate care facilitiesGroup homesHalfway housesResidential board and care facilitiesSocial rehabilitation facilitiesGroup R-4 occupancies shall meet the requirements for construction as defined for Group R-3, except as otherwise provided for in this code."
3.310,Section 310 Residential Group R,310.5.1,310.5.1 Condition 1,3,"This occupancy condition shall include buildings in which all persons receiving custodial care, without any assistance, are capable of responding to an emergency situation to complete building evacuation."
3.310,Section 310 Residential Group R,310.5.2,310.5.2 Condition 2,3,This occupancy condition shall include buildings in which there are any persons receiving custodial care who require limited verbal or physical assistance while responding to an emergency situation to complete building evacuation.
3,Chapter 3 Occupancy Classification and Use,311,Section 311 Storage Group S,1,
3.311,Section 311 Storage Group S,311.1,311.1 Storage Group S,2,"Storage Group S occupancy includes, among others, the use of a building or structure, or a portion thereof, for storage that is not classified as a hazardous occupancy."
3.311,Section 311 Storage Group S,311.1.1,311.1.1 Accessory Storage Spaces,3,A room or space used for storage purposes that is accessory to another occupancy shall be classified as part of that occupancy.
3.311,Section 311 Storage Group S,311.1.2,311.1.2 Combustible Storage,3,"High-piled stock or rack storage, or attic, under-floor and concealed spaces used for storage of combustible materials, shall be in accordance with Section 413."
3.311,Section 311 Storage Group S,311.2,"311.2 Moderate-Hazard Storage, Group S-1",2,"Storage Group S-1 occupancies are buildings occupied for storage uses that are not classified as Group S-2, including, but not limited to, storage of the following:Aerosol products, Levels 2 and 3, aerosol cooking spray, plastic aerosol 3 (PA3)Aircraft hangar (storage and repair)Bags: cloth, burlap and paperBamboos and rattanBasketsBelting: canvas and leatherBeverages over 20-percent alcohol contentBooks and paper in rolls or packsBoots and shoesButtons, including cloth covered, pearl or boneCardboard and cardboard boxesClothing, woolen wearing apparelCordageDry boat storage (indoor)FurnitureFursGlues, mucilage, pastes and sizeGrainsHorns and combs, other than celluloidLeatherLinoleumLithium-ion or lithium metal batteriesLumberMotor vehicle repair garages complying with the maximum allowable quantities of hazardous materials specified in Table 307.1(1) (see Section 406.8)Photo engravingsResilient flooringSelf-service storage facility (mini-storage)SilksSoapsSugarTires, bulk storage ofTobacco, cigars, cigarettes and snuffUpholstery and mattressesVehicle repair garages for vehicles powered by lithium-ion or lithium metal batteriesWax candles"
3.311,Section 311 Storage Group S,311.2.1,311.2.1 Aircraft Hangers,3,Aircraft hangars used for storage or repair shall comply with Section 412.3.
3.311,Section 311 Storage Group S,311.2.2,311.2.2 Motor Vehicle Repair Garages,3,Motor vehicle repair garages shall comply with Section 406.8.
3.311,Section 311 Storage Group S,311.3,"311.3 Low-Hazard Storage, Group S-2",2,"Storage Group S-2 occupancies include, among others, buildings used for the storage of noncombustible materials such as products on wood pallets or in paper cartons with or without single thickness divisions; or in paper wrappings. Such products are permitted to have a negligible amount of plastic trim, such as knobs, handles or film wrapping. Group S-2 storage uses shall include, but not be limited to, storage of the following:AsbestosBeverages up to and including20-percent alcoholCement in bagsChalk and crayonsDairy products in nonwaxed coated paper containersDry cell batteriesElectrical coilsElectrical motorsEmpty cansFood productsFoods in noncombustible containersFresh fruits and vegetables in nonplastic trays or containersFrozen foodsGlassGlass bottles, empty or filled with noncombustible liquidsGypsum boardInert pigmentsIvoryMeatsMetal cabinetsMetal desks with plastic tops and trimMetal partsMetalsMirrorsOil-filled and other types of distribution transformersPublic parking garages, open or enclosedPorcelain and potteryStovesTalc and soapstonesWashers and dryers"
3.311,Section 311 Storage Group S,311.3.1,311.3.1 Public Parking Garages,3,Public parking garages shall comply with Section 406.4 and the additional requirements of Section 406.5 for open parking garages or Section 406.6 for enclosed parking garages.
3,Chapter 3 Occupancy Classification and Use,312,Section 312 Utility and Miscellaneous Group U,1,
3.312,Section 312 Utility and Miscellaneous Group U,312.1,312.1 General,2,"Buildings and structures of an accessory character and miscellaneous structures not classified in any specific occupancy shall be constructed, equipped and maintained to conform to the requirements of this code commensurate with the fire and life hazard incidental to their occupancy. Group U shall include, but not be limited to, the following:Agricultural buildingsAircraft hangars, accessory to a one- or two-family residence (see Section 412.4)BarnsCarportsCommunication equipment structures with a gross floor area of less than 1,500 square feet (139 m2)Fences more than 7 feet (2134 mm) in heightGrain silos, accessory to a residential occupancyLivestock sheltersPrivate garagesRetaining wallsShedsStablesTanksTowers"
3.312,Section 312 Utility and Miscellaneous Group U,312.1.1,312.1.1 Greenhouses,3,Greenhouses not classified as another occupancy shall be classified as Use Group U.
3.312,Section 312 Utility and Miscellaneous Group U,312.2,312.2 Private Garages and Carports,2,Private garages and carports shall comply with Section 406.3.
3.312,Section 312 Utility and Miscellaneous Group U,312.3,312.3 Residential Aircraft Hangars,2,Aircraft hangars accessory to a one- or two-family residence shall comply with Section 412.4.
