section,reference,display_title,depth,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
Chapter 11 [RE] Energy Efficiency,N1103.3.4,N1103.3.4 (R403.3.4) Duct Systems Located in Conditioned Space,3,Covering|Slab|BuildingElementProxy,Residential (R),sd|dd|cd,assemblies_envelope,mechanical_engineer,"For duct systems to be considered inside a conditioned space, the space conditioning equipment shall be located completely on the conditioned side of the building thermal envelope. The ductwork shall comply with the following as applicable: The ductwork shall be located completely on the conditioned side of the building thermal envelope. Ductwork in ventilated attic spaces or unvented attics with vapor diffusion ports shall be buried within ceiling insulation in accordance with Section N1103.3.5 and shall comply with the following: The ductwork leakage, as measured either by a rough-in test of the supply and return ductwork or a post-construction duct system leakage test to outside the building thermal envelope in accordance with Section N1103.3.7, is not greater than 1.5 cubic feet per minute (42.5 L/min) per 100 square feet(9.29 m2) of conditioned floor area served by the duct system. The ceiling insulation R-value installed against and above the insulated ductwork is greater than or equal to the proposed ceiling insulation R-value, less the R-value of the insulation on the ductwork. Ductwork contained within wall or floor assemblies separating unconditioned from conditioned space shall comply with the following: A continuous air barrier installed as part of the building assembly between the ductwork and the unconditioned space. Ductwork shall be installed in accordance with Section N1103.3.3. Exception: Where the building assembly cavities containing ductwork have been air sealed in accordance with Section N1102.5.1 and insulated in accordance with Item 3.3, duct insulation is not required. Not less than R-10 insulation, or not less than 50 percent of the required insulation R-value specified in Table N1102.1.3, whichever is greater, shall be located between the ductwork and the unconditioned space. Segments of ductwork contained within such building assemblies shall not be considered completely inside conditioned space for compliance with Section N1105 or N1106."
Chapter 11 [RE] Energy Efficiency,N1103.3.5,N1103.3.5 (R403.3.5) Ductwork Buried Within Ceiling Insulation,3,Covering|Slab,Residential (R)|Business (B),sd|dd|cd,assemblies_envelope,mechanical_engineer,"Where supply and return ductwork is partially or completely buried in ceiling insulation, such ductwork shall comply with the following: The supply and return ductwork shall be insulated with not less than R-8 insulation. At all points along the ductwork, the sum of the ceiling insulation R-values against and above the top of the ductwork, and against and below the bottom of the ductwork, shall be not less than R-19, excluding the R-value of the duct insulation. In Climate Zones 0A, 1A, 2A and 3A, the supply ductwork shall be completely buried within ceiling insulation, insulated to an R-value of not less than R-13 and in compliance with the vapor retarder requirements of Section M1601.4.6. Exception: Sections of the supply ductwork that are less than 3 feet (914 mm) from the supply outlet. In Climate Zones 0A, 1A, 2A and 3A where installed in an unvented attic with vapor diffusion ports, the supply ductwork shall be completely buried within the insulation in the ceiling assembly at the floor of the attic, insulated to an R-value of not less than R-8 and in compliance with the vapor retarder requirements of Section M1601.4.6. Exception: Sections of the supply ductwork that are less than 3 feet (914 mm) from the supply outlet. Air permeable insulation installed in unvented attics shall comply with Section R806.5."
Chapter 11 [RE] Energy Efficiency,N1103.3.5.1,N1103.3.5.1 (R403.3.5.1) Effective R-Value of Deeply Buried Ducts,4,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Where complying using Section N1105, sections of ductwork that are installed in accordance with Section N1103.3.5, surrounded with blown-in attic insulation having an R-value of R-30 or greater and located such that the top of the ductwork is not less than 3.5 inches (89 mm) below the top of the insulation shall be considered as having an effective duct insulation R-value of R-25."
Chapter 11 [RE] Energy Efficiency,N1103.3.6,N1103.3.6 (R403.3.6) Sealing,3,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,mechanical_systems,mechanical_engineer,"Ductwork, air-handling units and filter boxes shall be sealed. Joints and seams shall comply with Section M1601.4.1."
Chapter 11 [RE] Energy Efficiency,N1103.3.6.1,N1103.3.6.1 (R403.3.6.1) Sealed Air-Handling Unit,4,BuildingElementProxy,Residential (R)|Business (B)|Assembly (A),dd|cd,mechanical_systems,mechanical_engineer,Air-handling units shall have a manufacturer's designation for an air leakage not greater than 2 percent of the design airflow rate when tested in accordance with ASHRAE 193.
Chapter 11 [RE] Energy Efficiency,N1103.3.7,N1103.3.7 (R403.3.7) Duct System Testing,3,BuildingElementProxy,Residential (R),cd|ca,mechanical_systems,mechanical_engineer,"Each duct system shall be tested for air leakage in accordance with ANSI/RESNET/ICC 380 or ASTM E1554. Total leakage shall be measured with a pressure differential of 0.1 inch water gauge (25 Pa) across the duct system and shall include the measured leakage from the supply and return ductwork. A written report of the test results shall be signed by the party conducting the test and provided to the code official. Duct system leakage testing at either rough-in or post construction shall be permitted with or without the installation of registers or grilles. Where installed, registers and grilles shall be sealed during the test. Where registers and grilles are not installed, the face of the register boots shall be sealed during the test. Exceptions: Testing shall not be required for duct systems serving ventilation systems that are not integrated with duct systems serving heating or cooling systems. Testing shall not be required where there is not more than 10 feet (3048 mm) of total ductwork external to the space conditioning equipment and both the following are met: The duct system is located entirely within conditioned space. The ductwork does not include plenums constructed of building cavities or gypsum board. Where the space conditioning equipment is not installed, testing shall be permitted. The total measured leakage of the supply and return ductwork shall be less than or equal to 3.0 cubic feet per minute (85 L/min) per 100 square feet (9.29 m2) of conditioned floor area."
Chapter 11 [RE] Energy Efficiency,N1103.3.8,N1103.3.8 (R403.3.8) Duct System Leakage,3,BuildingElementProxy,Residential (R),sd|dd|cd|ca,mechanical_systems,mechanical_engineer,"The total measured duct system leakage shall not be greater than the values in Table N1103.3.8, based on the conditioned floor area, number of ducted returns and location of the duct system. For buildings complying with Section N1105 or N1106, where duct system leakage to outside is tested in accordance with ANSI/RESNET/ICC 380 or ASTM E1554, the leakage to outside value shall not be used for compliance with this section, but shall be permitted to be used in the calculation procedures of Sections N1105 and N1106. TABLE N1103.3.8 (R403.3.8)MAXIMUM TOTAL DUCT SYSTEM LEAKAGE EQUIPMENT AND DUCT CONFIGURATION DUCT SYSTEMS SERVING MORE THAN 1,000 ft2 OF CONDITIONED FLOOR AREA DUCT SYSTEMS SERVING 1,000 ft2 OR LESS OF CONDITIONED FLOOR AREA cfm/100 ft2 cfm (LPM) Number of ducted returnsa &lt; 3 ≥ 3 Any Space conditioning equipment is not installedb, c 3 4 30 All components of the duct system are installedc 4 6 40 Space conditioning equipment is not installed, but the ductwork is located entirely in conditioned spacec, d 6 8 60 All components of the duct system are installed and entirely located in conditioned spacec 8 12 80 For SI: 1 cubic foot per minute per square foot = 0.0033 LPM/m2, 1 cfm = 28.3 LPM. A ducted return is a duct made of sheet metal or flexible duct that connects one or more return grilles to the return-side inlet of the air-handling unit. Any other method to convey air from return or transfer grilles to the air-handling unit does not constitute a ducted return for the purpose of determining maximum total duct system leakage allowance. Duct system testing is permitted where space conditioning equipment is not installed, provided that the return ductwork is installed and the measured leakage from the supply and return ductwork is included. For duct systems to be considered inside a conditioned space, where the ductwork is located in ventilated attic spaces or unvented attics with vapor diffusion ports, duct system leakage to the outside must comply with Item 2.1 of Section N1103.3.4. Prior to the issuance of a certificate of occupancy, where the air-handling unit is not verified as being located in conditioned space, the total duct system leakage must be retested."
Chapter 11 [RE] Energy Efficiency,N1103.4,N1103.4 (R403.4) Mechanical System Piping Insulation,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,mechanical_systems,mechanical_engineer,Mechanical system piping capable of carrying fluids greater than 105°F (41°C) or less than 55°F (13°C) shall be insulated to an R-value of not less than R-3.
Chapter 11 [RE] Energy Efficiency,N1103.4.1,N1103.4.1 (R403.4.1) Protection of Piping Insulation,3,Covering|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,plumbing_systems,mechanical_engineer,"Piping insulation exposed to weather shall be protected from damage, including that caused by sunlight, moisture, physical contact and wind. The protection shall provide shielding from solar radiation that can cause degradation of the material and shall be removable not less than 6 feet (1828 mm) from the equipment for maintenance. Adhesive tape shall be prohibited."
Chapter 11 [RE] Energy Efficiency,N1103.5,N1103.5 (R403.5) Service Hot Water Systems,2,PlumbingSystems,Assembly (A)|Business (B)|Educational (E)|Institutional (I)|Residential (R),sd|dd|cd,plumbing_systems,mechanical_engineer,Energy conservation measures for service hot water systems shall be in accordance with Sections N1103.5.1 through N1103.5.3.
Chapter 11 [RE] Energy Efficiency,N1103.5.1,N1103.5.1 (R403.5.1) Heated Water Circulation and Temperature Maintenance Systems,3,PlumbingSystems|BuildingElementProxy,Residential (R)|Business (B)|Institutional (I),dd|cd,plumbing_systems,mechanical_engineer,"Heated water circulation systems shall be in accordance with Section N1103.5.1.1. Heat trace temperature maintenance systems shall be in accordance with Section N1103.5.1.2. Automatic controls, temperature sensors and pumps shall be in a location with access. Manual controls shall be in a location with ready access."
Chapter 11 [RE] Energy Efficiency,N1103.5.1.1,N1103.5.1.1 (R403.5.1.1) Circulation Systems,4,PlumbingSystem,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,plumbing_systems,mechanical_engineer,"Heated water circulation systems shall be provided with a circulation pump.Gravity and thermosyphon circulation systems shall be prohibited. Controls for circulating hot water system pumps shall automatically turn off the pump when the water in the circulation loop is at the desired temperature and when there is no demand for hot water. The system return pipe shall be a dedicated return pipe or a cold water supply pipe. Where a cold water supply pipe is used as the return pipe, a temperature sensor connected to the controls shall be located on the hot water supply not more than 2 feet (610 mm) from the connection to the cold water supply pipe. The controls shall limit the temperature of the water entering the cold water piping to not greater than 104°F (40°C)."
Chapter 11 [RE] Energy Efficiency,N1103.5.1.1.1,N1103.5.1.1.1 (R403.5.1.1.1) Demand Recirculation Water Systems,5,PlumbingSystems,Assembly (A)|Business (B)|Educational (E)|Institutional (I)|Residential (R),sd|dd|cd,plumbing_systems,mechanical_engineer,"Demand recirculation water systems shall have controls that start the pump upon receiving a signal from the action of a user of a fixture or appliance, sensing the presence of a user of a fixture or sensing the flow of hot or tempered water to a fixture fitting or appliance. The controls shall limit pump operation by: Shutting off the pump when the temperature sensor detects one of the following: An increase in the water temperature of not more than 10°F (5.6°C) above the initial temperature of the water in the pipe. The temperature of the water in the pipe reaches 104°F (40°C). Limiting pump operation to a maximum of 5 minutes following activation. Not activating the pump for at least 5 minutes following shutoff or when the temperature of the water in the pipe exceeds 104°F (40°C)."
Chapter 11 [RE] Energy Efficiency,N1103.5.1.2,N1103.5.1.2 (R403.5.1.2) Heat Trace Systems,4,PlumbingSystem|Slab,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,plumbing_systems,mechanical_engineer,Electric heat trace systems shall comply with IEEE 515.1 or UL 515. Controls for such systems shall automatically adjust the energy input to the heat tracing to maintain the desired water temperature in the piping in accordance with the times when heated water is used in the occupancy.
Chapter 11 [RE] Energy Efficiency,N1103.5.2,N1103.5.2 (R403.5.2) Hot Water Pipe Insulation,3,Pipe|Slab|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,plumbing_systems,mechanical_engineer,"Insulation for service hot water piping shall comply with Table N1103.5.2 and shall be applied to the following: Piping 3/4 inch (19 mm) and larger in nominal diameter located inside the conditioned space. Piping located outside the conditioned space. Piping from the water heater to a distribution manifold. Piping located under a floor slab. Buried piping. Supply and return piping in circulating hot water systems. Exception: Cold water returns in demand recirculation water systems. TABLE N1103.5.2 (R403.5.2)MINIMUM PIPE INSULATION THICKNESS FLUID OPERATING TEMPERATURE RANGE AND USAGE (°F) INSULATION CONDUCTIVITY MINIMUM PIPE INSULATION THICKNESS (inches) ConductivityBtu × in/(h× ft2× °F)a Mean rating temperature (°F) 141—200 0.25—0.29 125 1.0 105—140 0.21—0.28 100 1.0 For SI: 1 inch = 25.4 mm, °C = [(°F) — 32]/1.8. For insulation outside the stated conductivity range listed in this table, the minimum thickness (T) listed in this table shall be determined as follows: where: T = Minimum insulation thickness. r = Actual outside radius of pipe. t = Insulation thickness listed in the table for applicable fluid temperature and pipe size (1 inch). K = Conductivity of alternate material at mean rating temperature indicated for the applicable fluid temperature (Btu × in/h × ft2 × °F). k = The upper value of the conductivity range listed in this table for the applicable fluid temperature."
Chapter 11 [RE] Energy Efficiency,N1103.5.3,N1103.5.3 (R403.5.3) Drain Water Heat Recovery Units,3,BuildingElementProxy,Residential (R)|Assembly (A)|Institutional (I),sd|dd|cd,plumbing_systems,mechanical_engineer,"Where installed, drainwater heat recovery units shall comply with CSA B55.2. Drain water heat recovery units shall be tested in accordance with CSA B55.1. Potable water-side pressure loss of drain water heat recovery units shall be less than 3 psi (20.7 kPa) for individual units connected to one or two showers. Potable water-side pressure loss of drain water heat recovery units shall be less than 2 psi (13.8 kPa) for individual units connected to three or more showers."
Chapter 11 [RE] Energy Efficiency,N1103.6,N1103.6 (R403.6) Mechanical Ventilation,2,MechanicalSystem|Covering|Wall,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,The buildings and dwelling units complying with Section N1102.5.1.1 shall be provided with mechanical ventilation that complies with the requirements of Section M1505 or with other approved means of ventilation. Outdoor air intakes and exhausts shall have automatic or gravity dampers that close when the ventilation system is not operating.
Chapter 11 [RE] Energy Efficiency,N1103.6.1,N1103.6.1 (R403.6.1) Heat or Energy Recovery Ventilation,3,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Dwelling units shall be provided with a heat recovery or energy recovery ventilation system in Climate Zones 6, 7 and 8. The system shall be a balanced ventilation system with a sensible recovery efficiency (SRE) of not less than 65 percent at 32°F (0°C) at an airflow greater than or equal to the design airflow. The SRE shall be determined from a listed value or from interpolation of listed values."
Chapter 11 [RE] Energy Efficiency,N1103.6.2,N1103.6.2 (R403.6.2) Fan Efficacy for Whole-House Mechanical Ventilation Systems and Outdoor Air Ventilation,3,MechanicalSystem,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Fans used to provide whole-dwelling mechanical ventilation shall meet the efficacy requirements of Table N1103.6.2 at one or more rating points. Fans shall be tested in accordance with the test procedure referenced by Table N1103.6.2 and listed. The airflow shall be reported in the product listing or on the label. Fan efficacy shall be reported in the product listing or shall be derived from the input power and airflow values reported in the product listing or on the label. Fan efficacy for fully ducted HRV, ERV, balanced ventilation systems and in-line fans shall be determined at a static pressure of not less than 0.2 inch water gauge (50 Pa). Fan efficacy for ducted range hoods, bathroom, and utility room fans shall be determined at a static pressure of not less than 0.1 inch water gauge (25 Pa). TABLE N1103.6.2 (R403.6.2)FAN EFFICACY FOR WHOLE-HOUSE MECHANICAL VENTILATION SYSTEMS AND OUTDOOR AIR VENTILATION SYSTEMSa SYSTEM TYPE AIRFLOW RATE (CFM) MINIMUM EFFICACY (CFM/WATT) TEST PROCEDURE HRV or ERV Any 1.2a CAN/CSA C439 Balanced ventilation system without heat or energy recovery Any 1.2a ANSI/AMCA 210-ANSI/ASHRAE 51 Range hood Any 2.8 In-line supply or exhaust fan Any 3.8 Other exhaust fan &lt; 90 2.8 ≥ 90 and &lt; 200 3.5 ≥ 200 4.0 Air-handling unit that is integrated to tested and listed HVAC equipment Any 1.2 Outdoor airflow as specified. Air-handling unit fan power determined in accordance with the applicable US Department of Energy Code of Federal Regulations DOE10 CFR 430 or other approved test method. For SI: 1 cubic foot per minute = 28.3 L/min. For balanced ventilation systems, HRVs and ERVs, determine the efficacy as the outdoor airflow divided by the total fan power."
Chapter 11 [RE] Energy Efficiency,N1103.6.3,N1103.6.3 (R403.6.3) Testing,3,MechanicalSystem,Residential (R)|Assembly (A)|Business (B)|Educational (E),cd|ca,mechanical_systems,mechanical_engineer,"Mechanical ventilation systems shall be tested and verified to provide the minimum ventilation flow rates required by Section N1103.6 in accordance with ANSI/RESNET/ICC 380. Where required by the code official, testing shall be conducted by an approved third party. A written report of the results of the test shall be signed by the party conducting the test and provided to the code official. Exceptions: Kitchen range hoods that are ducted to the outside with ducting having a diameter of 6 inches (152 mm) or larger, a length of 10 feet (3048 mm) or less, and not more than two 90-degree (1.57 rad) elbows or equivalent shall not require testing. A third-party test shall not be required where the ventilation system has an integrated diagnostic tool used for airflow measurement, and a user interface that communicates the installed airflow rate."
Chapter 11 [RE] Energy Efficiency,N1103.6.4,N1103.6.4 (R403.6.5) Intermittent Exhaust Control for Bathrooms and Toilet Rooms,3,MechanicalSystem|BuildingElementProxy,Residential (R)|Business (B)|Assembly (A)|Institutional (I),sd|dd|cd,mechanical_systems,mechanical_engineer,"Where an exhaust system serving a bathroom or toilet room is designed for intermittent operation, the exhaust system controls shall include one or more of the following:A timer control with one or more delay setpoints that automatically turns off exhaust fans when the selected setpoint is reached. Not fewer than one delay-off setpoint shall be 30 minutes or less.An occupant sensor control with one or more delay setpoints that automatically turns off exhaust fans in accordance with the selected delay setpoint after all occupants have vacated the space. Not fewer than one delay-off setpoint shall be 30 minutes or less.A humidity control with an adjustable setpoint ranging between 50 percent or more and 80 percent or less relative humidity that automatically turns off exhaust fans when the selected setpoint is reached.A contaminant control that responds to a particle or gaseous concentration and automatically turns off exhaust fans when a design setpoint is reached.Manual-off functionality shall not be used in lieu of the minimum setpoint functionality required by this section.Exception: Bathroom and toilet room exhaust systems serving as an integral component of an outdoor air ventilation system or a whole-house mechanical ventilation system."
Chapter 11 [RE] Energy Efficiency,N1103.7,N1103.7 (R403.7) Equipment Sizing and Efficiency Rating,2,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,Heating and cooling equipment shall be sized in accordance with ACCA Manual S based on building loads calculated in accordance with ACCA Manual J or other approved heating and cooling calculation methodologies. New or replacement heating and cooling equipment shall have an efficiency rating equal to or greater than the minimum required by federal law for the geographic location where the equipment is installed.
Chapter 11 [RE] Energy Efficiency,N1103.7.1,N1103.7.1 (R403.7.1) Electric-Resistance Space Heating,3,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,Detached one- and two-family dwellings and townhouses in Climate Zones 4 through 8 using electric-resistance space heating shall limit the total installed heating capacity of all electric-resistance space heating serving the dwelling unit to not more than 2.0 kW or shall install a heat pump in the largest space that is not used as a bedroom.
Chapter 11 [RE] Energy Efficiency,N1103.8,N1103.8 (R403.8) Systems Serving Multiple Dwelling Units,2,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Except for systems complying with Section N1103.9, systems serving multiple dwelling units shall comply with Sections C403 and C404 of the International Energy Conservation Code—Commercial Provisions instead of Section N1103."
Chapter 11 [RE] Energy Efficiency,N1103.9,N1103.9 (R403.9) Mechanical Systems Located Outside of the Building Thermal Envelope,2,BuildingElementProxy|Slab|Wall|Roof,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,Mechanical systems providing heat outside of the building thermal envelope of a building shall comply with Sections N1103.9.1 through N1103.9.4.
Chapter 11 [RE] Energy Efficiency,N1103.9.1,N1103.9.1 (R403.9.1) Heating Outside a Building,3,ShadingDevice|BuildingElementProxy,Assembly (A)|Business (B)|Mercantile (M)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Systems installed to provide heat outside a building shall be radiant systems. Such heating systems shall be controlled by an occupancy-sensing device or a timer switch, so that the system is automatically de-energized when occupants are not present."
Chapter 11 [RE] Energy Efficiency,N1103.9.2,N1103.9.2 (R403.9.2) Snow Melt and Ice System Controls,3,Pavement|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Institutional (I),sd|dd|cd,mechanical_systems,mechanical_engineer,"Snow- and ice-melting systems, supplied through energy service to the building, shall include automatic controls capable of shutting off the system when the pavement temperature is greater than 50°F (10°C) and precipitation is not falling, and an automatic or manual control that will allow shutoff when the outdoor temperature is greater than 40°F (4.4°C)."
Chapter 11 [RE] Energy Efficiency,N1103.9.3,N1103.9.3 (R403.9.3) Roof and Gutter Deicing Controls,3,Roof|Covering,Residential (R)|Business (B)|Assembly (A),sd|dd|cd,mechanical_systems,mechanical_engineer,"Roof and gutter deicing systems, including but not limited to self-regulating cable, shall include automatic controls that are configured to shut off the system when the outdoor temperature is above 40°F (4.4°C) and shall include one of the following:A moisture sensor configured to shut off the system in the absence of moisture.A daylight sensor or other means configured to shut off the system between sunset and sunrise."
Chapter 11 [RE] Energy Efficiency,N1103.9.4,N1103.9.4 (R403.9.4) Freeze-Protection System Controls,3,PipeSegment|BuildingElementProxy,Residential (R)|Assembly (A)|Business (B)|Educational (E)|Institutional (I),dd|cd,mechanical_systems,mechanical_engineer,"Freeze-protection systems, such as heat tracing of outdoor piping and heat exchangers, including self-regulating heat tracing, shall include automatic controls configured to shut off the systems when outdoor air temperatures are above 40°F (4.4°C) or when the conditions of the protected fluid will prevent freezing."
Chapter 11 [RE] Energy Efficiency,N1103.10,N1103.10 (R403.10) Energy Consumption of Pools and Spas,2,Slab|BuildingElementProxy|Covering,Assembly (A)|Residential (R)|Institutional (I),sd|dd|cd,mechanical_systems,mechanical_engineer,The energy consumption of pools and permanent spas shall be controlled by the requirements in Sections N1103.10.1 through N1103.10.3.
Chapter 11 [RE] Energy Efficiency,N1103.10.1,N1103.10.1 (R403.10.1) Heaters,3,BuildingElementProxy,Residential (R)|Assembly (A)|Business (B),sd|dd|cd,mechanical_systems,mechanical_engineer,"The electric power to heaters shall be controlled by an on-off switch that is an integral part of the heater mounted on the exterior of the heater in a location with ready access, or external to and within 3 feet (914 mm) of the heater. Operation of such switch shall not change the setting of the heater thermostat. Such switches shall be in addition to a circuit breaker for the power to the heater. Gas-fired heaters shall not be equipped with continuously burning ignition pilots."
Chapter 11 [RE] Energy Efficiency,N1103.10.2,N1103.10.2 (R403.10.2) Time Switches,3,MechanicalSystem,Assembly (A)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,Time switches or other control methods that can automatically turn heaters and pump motors off and on according to a preset schedule shall be installed for heaters and pump motors. Heaters and pump motors that have built-in time switches shall be in compliance with this section. Exceptions: Where public health standards require 24-hour pump operation. Pumps that operate on-site renewable energy and waste-heat-recovery pool heating systems.
Chapter 11 [RE] Energy Efficiency,N1103.10.3,N1103.10.3 (R403.10.3) Covers,3,Covering,Assembly (A)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"Outdoor heated pools and outdoor permanent spas shall be provided with a vapor-retardant cover or other approved vapor-retardant means. Exception: Where more than 75 percent of the energy for heating, computed over an operation season of not fewer than 3 calendar months, is from a heat pump or an on-site renewable energy system, covers or other vapor-retardant means shall not be required."
Chapter 11 [RE] Energy Efficiency,N1103.11,N1103.11 (R403.11) Portable Spas,2,BuildingElementProxy,Assembly (A)|Residential (R)|Hotel (R),sd|dd|cd,mechanical_systems,mechanical_engineer,The energy consumption of electric-powered portable spas shall be controlled by the requirements of APSP 14.
Chapter 11 [RE] Energy Efficiency,N1103.12,N1103.12 (R403.12) Residential Pools and Permanent Residential Spas,2,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Where installed, the energy consumption of residential swimming pools and permanent residential spas shall be controlled in accordance with the requirements of APSP 15."
Chapter 11 [RE] Energy Efficiency,N1103.13,N1103.13 (R403.13) Gas Fireplaces,2,BuildingElementProxy,Residential (R)|Assembly (A)|Business (B),sd|dd|cd,mechanical_systems,mechanical_engineer,"Gas fireplace systems shall not be equipped with a continuous pilot and shall be equipped with an on-demand pilot, intermittent ignition or interrupted ignition, as defined by ANSI Z21.20.Exception: Gas-fired appliances using pilots within a listed combustion safety device."
Chapter 11 [RE] Energy Efficiency,N1103.13.1,N1103.13.1 (R403.13.1) Gas Fireplace Efficiency,3,BuildingElementProxy,Residential (R)|Business (B)|Assembly (A),dd|cd,mechanical_systems,mechanical_engineer,Vented gas fireplace heaters shall have a fireplace efficiency (FE) rating not less than 50 percent as determined in accordance with CSA P.4.1 and shall be listed and labeled in accordance with CSA/ANSI Z21.88. Vented gas fireplaces (decorative appliances) shall be listed and labeled in accordance with CSA/ANSI Z21.50.
Chapter 11 [RE] Energy Efficiency,N1104,"Section N1104 (R404) Electrical Power, Lighting and Renewable Energy Systems",1,,,,none,none,
Chapter 11 [RE] Energy Efficiency,N1104.1,N1104.1 (R404.1) Lighting Equipment,2,ShadingDevice|Covering|Stair|Ramp|Door,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),sd|dd|cd,electrical_systems,electrical_engineer,"All permanently installed luminaires shall be capable of operation with an efficacy of not less than 45 lumens per watt or shall contain lamps capable of operation with an efficacy of not less than 65 lumens per watt. Exceptions: Appliance lamps Antimicrobial lighting used for the sole purpose of disinfecting General service lamps complying with DOE 10 CFR, Part 430.32. Luminaires with a rated electric input of not greater than 3.0 watts. TABLE N1104.1 (R404.1)LIGHTING POWER ALLOWANCES FOR BUILDING EXTERIORS BASE SITE ALLOWANCE 280 WATTS Uncovered parking areas and drives 0.026 W/ft2 Building grounds Walkways and ramps 0.50 W/linear foot Plaza areas 0.049 W/ft2 Dining areas 0.273 W/ft2 Stairways Exempt Pedestrian tunnels 0.110 W/ft2 Landscaping 0.025 W/ft2 Building entrances and exits Pedestrian and vehicular entrances and exits 9.8 W/linear foot of opening Entry canopies 0.126 W/ft2 For SI: 1 watt per square foot = 10.76 w/m2, 1 foot = 304.8 mm."
Chapter 11 [RE] Energy Efficiency,N1104.1.1,N1104.1.1 (R404.1.1) Exterior Lighting,3,ShadingDevice|BuildingElementProxy,Residential (R),sd|dd|cd,electrical_systems,electrical_engineer,"Connected exterior lighting for Group R-2, R-3 and R-4 buildings shall comply with Sections N1104.1.2 through N1104.1.5. Exceptions: Detached one- and two-family dwellings. Townhouses. Group R-3 buildings that do not contain more than two dwelling units Solar-powered lamps not connected to any electrical service. Luminaires controlled by a motion sensor. Lamps and luminaires that comply with Section N1104.1."
Chapter 11 [RE] Energy Efficiency,N1104.1.2,N1104.1.2 (R404.1.2) Exterior Lighting Power Requirements,3,Covering,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),sd|dd|cd,electrical_systems,electrical_engineer,"The total exterior connected lighting power shall be not greater than the exterior lighting power allowance calculated in accordance with Section N1104.1.3. The total exterior connected lighting power shall be the total maximum rated wattage of all lighting that is powered through the energy service for the building. Exceptions: Lighting used for the following applications shall not be included: Lighting approved for safety reasons. Emergency lighting that is automatically off during normal operations. Exit signs. Specialized signal, directional and marker lighting associated with transportation. Lighting for athletic playing areas. Temporary lighting. Lighting used to highlight features of art, public monuments and the national flag. Lighting for water features and swimming pools. Lighting controlled from within sleeping units and dwelling units. Lighting of the exterior means of egress as required by the International Building Code."
Chapter 11 [RE] Energy Efficiency,N1104.1.3,N1104.1.3 (R404.1.3) Exterior Lighting Power Allowance,3,ShadingDevice|BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),dd|cd,electrical_systems,electrical_engineer,"The total area or length of each area type multiplied by the value for the area type in Table N1104.1 shall be the lighting power (watts) allowed for each area type. For area types not listed, the area type that most closely represents the proposed use of the area shall be selected. The total exterior lighting power allowance (watts) shall be the sum of the base site allowance plus the watts from each area type."
Chapter 11 [RE] Energy Efficiency,N1104.1.4,N1104.1.4 (R404.1.4) Additional Exterior Lighting Power,3,Wall,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,electrical_systems,electrical_engineer,Additional exterior lighting power allowances shall be available for the building facades at 0.075 W/ft2 (0.807 w/m2) of gross above-grade wall area. These additional power allowances shall be used only for the luminaires serving the facade and shall not be used to increase any other lighting power allowance.
Chapter 11 [RE] Energy Efficiency,N1104.1.5,N1104.1.5 (R404.1.5) Gas Lighting,3,BuildingElementProxy,Assembly (A)|Business (B)|Mercantile (M)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Gas-fired lighting appliances shall not be equipped with a continuous pilot and shall be equipped with an on-demand pilot, intermittent ignition or interrupted ignition as defined by ANSI Z21.20."
